,Latitude,Longitude,BirthDate,BirthDateTime,SeasonRegressionEncoding,SeasonFrankHalEncodingSpring,SeasonFrankHalEncodingSummer,SeasonFrankHalEncodingFall,sunriseTimeRaw,sunsetTimeRaw,moonPhase,precipIntensityMax,precipProbability,precipTypeRaw,temperatureHigh,temperatureLow,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,sunriseTimeMinute,sunsetTimeMinute,dayDuration,temperatureChange,PrecipType_None,PrecipType_rain,PrecipType_snow
1726,36.250633,-93.26324,1522064400,2018-03-26 11:40:00,1,1,0,0,1522066140.0,1522110660.0,0.34,0.0211,0.68,rain,64.84,58.74,49.44,0.91,7.66,0.99,5.0,5.991,729.0,1471.0,742.0,6.100000000000001,0,1,0
1729,30.565838,-92.28639,1544645790,2018-12-12 20:16:30,0,0,0,0,1544619480.0,1544656200.0,0.18,0.0,0.0,None,63.29,55.04,42.19,0.76,4.4,0.31,4.0,9.951,778.0,1390.0,612.0,8.25,1,0,0
1730,41.990295,-97.95157,1537831299,2018-09-24 23:21:39,3,1,1,1,1537791780.0,1537835220.0,0.5,0.0022,0.11,rain,63.81,51.38,55.21,0.89,5.58,0.32,4.0,9.997,743.0,1467.0,724.0,12.43,0,1,0
1736,40.834064,-77.80192,1526441285,2018-05-16 03:28:05,1,1,0,0,1526378100.0,1526430180.0,0.02,0.126,0.87,rain,87.08,56.48,61.45,0.76,3.36,0.49,8.0,9.997,595.0,1463.0,868.0,30.6,0,1,0
1738,39.61988,-78.62665,1555839774,2019-04-21 09:42:54,1,1,0,0,1555842600.0,1555891140.0,0.59,0.0,0.0,None,58.67,39.14,41.67,0.71,6.43,0.73,5.0,9.997,630.0,1439.0,809.0,19.53,1,0,0
1739,42.60961,-87.4988,1554482036,2019-04-05 16:33:56,1,1,0,0,1554463560.0,1554510060.0,0.02,0.0043,0.55,rain,47.12,37.41,36.69,0.84,5.88,0.82,5.0,8.183,686.0,1461.0,775.0,9.71,0,1,0
1740,30.693054,-82.77566,1552997601,2019-03-19 12:13:21,1,1,0,0,1552995420.0,1553038980.0,0.46,0.0,0.0,None,63.93,47.14,39.35,0.54,4.75,0.49,8.0,9.923,697.0,1423.0,726.0,16.79,1,0,0
1741,35.660362,-117.73473,1554403029,2019-04-04 18:37:09,1,1,0,0,1554384840.0,1554430560.0,0.99,0.0,0.0,None,70.56,43.29,38.4,0.48,10.03,0.55,6.0,9.997,814.0,1576.0,762.0,27.270000000000003,1,0,0
1742,31.259338,-102.60742,1516697470,2018-01-23 08:51:10,0,0,0,0,1516715280.0,1516753140.0,0.22,0.0,0.0,None,62.82,29.71,6.78,0.24,5.59,0.0,4.0,9.997,828.0,1459.0,631.0,33.11,1,0,0
1744,44.10271,-93.71678,1524940123,2018-04-28 18:28:43,1,1,0,0,1524913860.0,1524964560.0,0.47,0.0,0.0,None,56.63,35.7,30.06,0.6,4.86,0.03,8.0,9.598,671.0,1516.0,845.0,20.93,1,0,0
1745,38.315685,-81.594315,1535383151,2018-08-27 15:19:11,2,1,1,0,1535367180.0,1535414700.0,0.55,0.0178,0.02,rain,90.86,70.24,72.81,0.81,3.13,0.36,7.0,3.234,653.0,1445.0,792.0,20.620000000000005,0,1,0
1754,35.21346,-98.86905,1523779855,2018-04-15 08:10:55,1,1,0,0,1523793840.0,1523840940.0,0.0,0.0,0.0,None,65.76,33.68,15.33,0.36,9.97,0.0,10.0,9.997,724.0,1509.0,785.0,32.080000000000005,1,0,0
1758,32.7979,-86.51318,1518764049,2018-02-16 06:54:09,0,0,0,0,1518784140.0,1518824040.0,0.04,0.0106,0.75,rain,71.38,53.27,61.1,0.87,6.94,0.92,3.0,9.511,749.0,1414.0,665.0,18.109999999999992,0,1,0
1764,46.160732,-89.18435,1530015449,2018-06-26 12:17:29,2,1,1,0,1530007680.0,1530064440.0,0.47,0.0796,1.0,rain,78.08,56.33,53.78,0.69,6.42,0.47,8.0,9.675,608.0,1554.0,946.0,21.75,0,1,0
1768,50.72046,-105.47212,1519906041,2018-03-01 12:07:21,1,1,0,0,1519912020.0,1519951440.0,0.5,0.0,0.0,None,28.53,11.39,10.07,0.79,6.11,0.38,2.0,10.0,827.0,1484.0,657.0,17.14,1,0,0
1769,44.707993,-83.790985,1524954115,2018-04-28 22:21:55,1,1,0,0,1524911400.0,1524962220.0,0.47,0.0,0.0,None,46.81,21.8,18.57,0.48,9.54,0.72,5.0,9.791,630.0,1477.0,847.0,25.01,1,0,0
1772,43.27728,-111.840866,1521199254,2018-03-16 11:20:54,1,1,0,0,1521207480.0,1521250560.0,0.99,0.0021,0.07,snow,36.25,27.65,24.44,0.83,6.46,0.63,5.0,3.069,818.0,1536.0,718.0,8.600000000000001,0,0,1
1773,29.975542,-100.276695,1546158761,2018-12-30 08:32:41,0,0,0,0,1546177080.0,1546213920.0,0.81,0.0152,1.0,rain,39.74,33.42,33.74,0.89,3.92,1.0,3.0,8.262,818.0,1432.0,614.0,6.32,0,1,0
1775,36.7771,-115.25348,1543375944,2018-11-28 03:32:24,3,1,1,1,1543329180.0,1543364820.0,0.68,0.0,0.0,None,53.61,29.02,3.5,0.22,4.52,0.12,3.0,9.997,873.0,1467.0,594.0,24.59,1,0,0
1776,36.39983,-103.12711,1516929648,2018-01-26 01:20:48,0,0,0,0,1516888800.0,1516925520.0,0.29,0.0,0.0,None,60.07,25.19,2.51,0.21,17.73,0.0,4.0,9.997,840.0,1452.0,612.0,34.879999999999995,1,0,0
1777,39.161964,-99.18687,1530564824,2018-07-02 20:53:44,2,1,1,0,1530530160.0,1530583680.0,0.65,0.0,0.0,None,91.12,73.52,68.13,0.74,10.57,0.3,7.0,9.957,676.0,1568.0,892.0,17.60000000000001,1,0,0
1780,44.771484,-96.641556,1534587409,2018-08-18 10:16:49,2,1,1,0,1534592040.0,1534642200.0,0.27,0.0,0.0,None,80.02,62.47,62.85,0.86,5.47,0.11,8.0,9.53,694.0,1530.0,836.0,17.549999999999997,1,0,0
1782,36.203697,-105.484535,1518007229,2018-02-07 12:40:29,0,0,0,0,1518011940.0,1518050160.0,0.77,0.0,0.0,None,40.99,23.08,11.22,0.54,2.33,0.0,5.0,9.997,839.0,1476.0,637.0,17.910000000000004,1,0,0
1786,41.446804,-84.90059,1551446082,2019-03-01 13:14:42,1,1,0,0,1551442560.0,1551483060.0,0.86,0.0,0.0,None,36.22,26.0,17.24,0.67,4.25,0.4,5.0,9.899,736.0,1411.0,675.0,10.219999999999999,1,0,0
1787,44.31258,-122.65334,1552116711,2019-03-09 07:31:51,1,1,0,0,1552055820.0,1552097340.0,0.08,0.0274,0.94,snow,35.89,28.11,29.87,0.98,3.1,0.88,3.0,7.023,877.0,1569.0,692.0,7.780000000000001,0,0,1
1789,40.79969,-117.778694,1529362613,2018-06-18 22:56:53,2,1,1,0,1529324460.0,1529378820.0,0.2,0.0121,0.94,rain,68.78,43.27,43.93,0.61,8.49,0.9,6.0,9.997,741.0,1647.0,906.0,25.509999999999998,0,1,0
1794,38.87468,-94.560165,1521083171,2018-03-15 03:06:11,1,1,0,0,1521030720.0,1521073500.0,0.92,0.0,0.0,None,63.4,45.92,19.84,0.41,3.9,0.0,6.0,9.984,752.0,1465.0,713.0,17.479999999999997,1,0,0
1796,38.923603,-77.29859,1537710270,2018-09-23 13:44:30,3,1,1,1,1537700340.0,1537743960.0,0.47,0.0502,0.73,rain,63.31,60.65,58.79,0.92,3.35,0.96,4.0,3.702,659.0,1386.0,727.0,2.6600000000000037,0,1,0
1797,45.625137,-110.20017,1517914371,2018-02-06 10:52:51,0,0,0,0,1517927820.0,1517963760.0,0.73,0.0119,0.42,snow,30.45,14.16,20.21,0.88,5.01,0.98,2.0,9.668,877.0,1476.0,599.0,16.29,0,0,1
1799,46.829338,-114.56606,1545309837,2018-12-20 12:43:57,0,0,0,0,1545319260.0,1545349980.0,0.44,0.037,0.72,snow,35.01,24.87,26.27,0.92,1.74,0.65,1.0,9.947,921.0,1433.0,512.0,10.139999999999997,0,0,1
1800,48.50082,-99.64479,1546693062,2019-01-05 12:57:42,0,0,0,0,1546698660.0,1546729140.0,0.0,0.0,0.0,None,26.21,14.07,22.9,0.94,7.41,0.73,1.0,5.017,871.0,1379.0,508.0,12.14,1,0,0
1801,37.588036,-87.31009,1538810357,2018-10-06 07:19:17,3,1,1,1,1538826660.0,1538868360.0,0.92,0.0,0.0,None,89.42,63.16,68.19,0.74,4.5,0.2,4.0,9.861,711.0,1406.0,695.0,26.260000000000005,1,0,0
1807,34.37397,-118.45006,1543737608,2018-12-02 08:00:08,0,0,0,0,1543761900.0,1543797900.0,0.86,0.0,0.0,None,54.52,42.72,30.13,0.52,7.43,0.05,3.0,10.0,885.0,1485.0,600.0,11.800000000000004,1,0,0
1809,30.179478,-94.85067,1529573746,2018-06-21 09:35:46,2,1,1,0,1529580000.0,1529630700.0,0.31,0.0662,0.5,rain,88.8,76.6,75.59,0.85,3.95,0.63,6.0,6.815,680.0,1525.0,845.0,12.200000000000003,0,1,0
1811,48.296078,-122.56682,1519988972,2018-03-02 11:09:32,1,1,0,0,1520002200.0,1520042220.0,0.54,0.0123,0.69,rain,44.44,35.28,36.37,0.85,3.6,0.89,2.0,8.939,890.0,1557.0,667.0,9.159999999999997,0,1,0
1815,28.42615,-80.79176,1534733425,2018-08-20 02:50:25,2,1,1,0,1534676160.0,1534723200.0,0.3,0.0162,0.31,rain,90.96,72.36,74.39,0.77,6.47,0.22,7.0,8.533,656.0,1440.0,784.0,18.599999999999994,0,1,0
1816,37.11235,-101.71494,1534940994,2018-08-22 12:29:54,2,1,1,0,1534939860.0,1534987860.0,0.4,0.1861,1.0,rain,79.78,67.44,64.95,0.87,8.03,0.6,7.0,7.274,731.0,1531.0,800.0,12.340000000000003,0,1,0
1818,36.59352,-88.92687,1536657604,2018-09-11 09:20:04,3,1,1,1,1536665760.0,1536711060.0,0.09,0.0005,0.07,rain,76.84,57.36,59.89,0.81,2.85,0.19,8.0,8.345,696.0,1451.0,755.0,19.480000000000004,0,1,0
1823,43.743645,-77.73446,1522086180,2018-03-26 17:43:00,1,1,0,0,1522062240.0,1522107060.0,0.34,0.0137,0.23,snow,43.2,35.61,24.21,0.62,8.06,0.17,6.0,10.0,664.0,1411.0,747.0,7.590000000000003,0,0,1
1824,51.180347,-117.78336,1521863575,2018-03-24 03:52:55,1,1,0,0,1521812820.0,1521857400.0,0.23,0.0197,0.5,snow,31.5,20.46,26.46,0.97,6.49,0.9,3.0,8.996,827.0,1570.0,743.0,11.04,0,0,1
1825,38.631405,-110.44186,1539058616,2018-10-09 04:16:56,3,1,1,1,1539005160.0,1539046500.0,1.0,0.1112,1.0,rain,53.15,44.15,40.49,0.79,3.61,0.97,4.0,8.996,806.0,1495.0,689.0,9.0,0,1,0
1826,35.69436,-84.26137,1537504322,2018-09-21 04:32:02,3,1,1,1,1537529160.0,1537573020.0,0.4,0.0,0.0,None,88.86,70.16,67.12,0.68,3.23,0.3,6.0,9.693,686.0,1417.0,731.0,18.700000000000003,1,0,0
1829,52.23149,-119.32806,1517904523,2018-02-06 08:08:43,0,0,0,0,1517931000.0,1517964900.0,0.74,0.034,1.0,snow,15.4,-0.71,3.82,1.0,1.14,0.95,1.0,9.273,930.0,1495.0,565.0,16.11,0,0,1
1831,29.31959,-101.265785,1521934223,2018-03-24 23:30:23,1,1,0,0,1521895500.0,1521939600.0,0.27,0.0,0.0,None,85.03,61.56,62.62,0.75,6.77,0.42,8.0,9.935,765.0,1500.0,735.0,23.47,1,0,0
1832,35.83171,-120.812035,1529488082,2018-06-20 09:48:02,2,1,1,0,1529498940.0,1529551440.0,0.28,0.0,0.0,None,92.61,49.71,48.34,0.55,6.66,0.0,11.0,9.997,769.0,1644.0,875.0,42.9,1,0,0
1834,43.28918,-81.9735,1524390015,2018-04-22 09:40:15,1,1,0,0,1524393300.0,1524442800.0,0.26,0.0,0.0,None,53.92,37.32,28.52,0.63,3.47,0.0,8.0,9.282,635.0,1460.0,825.0,16.6,1,0,0
1835,43.91153,-107.34943,1515332913,2018-01-07 13:48:33,0,0,0,0,1515336300.0,1515368940.0,0.72,0.0,0.0,None,39.91,29.17,18.39,0.59,3.48,0.09,2.0,3.611,885.0,1429.0,544.0,10.739999999999995,1,0,0
1838,45.94387,-87.33839,1549168201,2019-02-03 04:30:01,0,0,0,0,1549113120.0,1549148220.0,0.95,0.0011,0.11,snow,28.32,16.98,11.52,0.73,3.76,0.59,2.0,8.951,792.0,1377.0,585.0,11.34,0,0,1
1842,40.125378,-86.68245,1521822078,2018-03-23 16:21:18,1,1,0,0,1521805560.0,1521849780.0,0.23,0.0,0.0,None,49.21,33.73,17.7,0.47,3.3,0.04,7.0,9.997,706.0,1443.0,737.0,15.480000000000004,1,0,0
1846,30.672276,-91.474014,1532706710,2018-07-27 15:51:50,2,1,1,0,1532690520.0,1532739900.0,0.51,0.0016,0.07,rain,95.06,73.36,70.22,0.69,1.74,0.06,11.0,9.385,682.0,1505.0,823.0,21.700000000000003,0,1,0
1849,42.97136,-93.32624,1556107711,2019-04-24 12:08:31,1,1,0,0,1556104680.0,1556154420.0,0.69,0.0,0.0,None,71.65,51.12,40.25,0.55,8.77,0.03,9.0,2.687,678.0,1507.0,829.0,20.53000000000001,1,0,0
1852,30.595758,-90.97344,1516037468,2018-01-15 17:31:08,0,0,0,0,1516021380.0,1516058760.0,0.97,0.0,0.0,None,59.58,36.46,29.95,0.69,0.82,0.0,4.0,9.997,783.0,1406.0,623.0,23.119999999999997,1,0,0
1856,37.43473,-107.91176,1528094271,2018-06-04 06:37:51,2,1,1,0,1528113180.0,1528165800.0,0.7,0.0,0.0,None,73.38,47.0,28.17,0.37,4.79,0.0,12.0,3.992,713.0,1590.0,877.0,26.379999999999995,1,0,0
1857,48.97453,-96.98183,1550488634,2019-02-18 11:17:14,0,0,0,0,1550496720.0,1550534040.0,0.48,0.0,0.0,None,0.17,-15.37,-10.99,0.75,8.13,0.37,2.0,10.0,812.0,1434.0,622.0,15.54,1,0,0
1861,31.348219,-85.5155,1523928240,2018-04-17 01:24:00,1,1,0,0,1523877180.0,1523923920.0,0.04,0.0,0.0,None,67.2,43.56,36.18,0.55,9.53,0.02,10.0,9.921,673.0,1452.0,779.0,23.64,1,0,0
1862,31.651236,-104.75806,1518538856,2018-02-13 16:20:56,0,0,0,0,1518529440.0,1518569100.0,0.95,0.0,0.0,None,67.84,53.29,20.66,0.28,7.8,0.0,6.0,9.997,824.0,1485.0,661.0,14.550000000000004,1,0,0
1864,41.223267,-122.50539,1544202047,2018-12-07 17:00:47,0,0,0,0,1544196240.0,1544229720.0,0.03,0.0037,0.13,snow,35.65,25.87,24.6,0.98,2.75,0.24,2.0,8.349,924.0,1482.0,558.0,9.779999999999998,0,0,1
1866,33.365135,-80.317024,1538752880,2018-10-05 15:21:20,3,1,1,1,1538738400.0,1538780520.0,0.88,0.0,0.0,None,89.94,70.49,68.91,0.74,2.05,0.05,7.0,9.725,680.0,1382.0,702.0,19.450000000000003,1,0,0
1867,37.20282,-78.72724,1523729728,2018-04-14 18:15:28,1,1,0,0,1523702580.0,1523749800.0,0.96,0.0,0.0,None,81.23,64.11,56.46,0.63,6.15,0.26,6.0,9.997,643.0,1430.0,787.0,17.120000000000005,1,0,0
1869,45.704926,-116.461815,1519465076,2018-02-24 09:37:56,0,0,0,0,1519482840.0,1519522020.0,0.32,0.0018,0.18,snow,31.32,24.47,23.34,0.93,6.75,0.99,3.0,3.28,874.0,1527.0,653.0,6.850000000000001,0,0,1
1872,48.33752,-89.485634,1537231087,2018-09-18 00:38:07,3,1,1,1,1537184340.0,1537229280.0,0.28,0.0,0.0,None,67.44,41.01,53.08,0.73,7.78,0.6,4.0,10.0,699.0,1448.0,749.0,26.43,1,0,0
1878,44.94497,-79.18263,1521578280,2018-03-20 20:38:00,1,1,0,0,1521544860.0,1521588600.0,0.12,0.0,0.0,None,36.04,15.37,4.14,0.45,4.94,0.0,5.0,8.996,681.0,1410.0,729.0,20.67,1,0,0
1879,38.765244,-112.87136,1553873569,2019-03-29 15:32:49,1,1,0,0,1553865720.0,1553910780.0,0.81,0.0959,0.48,rain,47.26,24.38,26.87,0.7,5.99,0.48,7.0,9.311,802.0,1553.0,751.0,22.88,0,1,0
1880,43.30989,-96.929535,1549194742,2019-02-03 11:52:22,0,0,0,0,1549201320.0,1549237380.0,0.98,0.0,0.0,None,31.18,-0.94,27.5,0.95,3.84,0.68,2.0,4.019,822.0,1423.0,601.0,32.12,1,0,0
1882,37.481655,-85.94191,1550368069,2019-02-17 01:47:49,0,0,0,0,1550320380.0,1550359500.0,0.4,0.0569,1.0,rain,42.42,31.7,24.87,0.71,5.7,0.39,4.0,9.975,753.0,1405.0,652.0,10.720000000000002,0,1,0
1883,43.22722,-95.9961,1554787628,2019-04-09 05:27:08,1,1,0,0,1554810780.0,1554858000.0,0.15,0.0392,0.31,rain,56.27,32.25,40.5,0.8,7.48,0.52,4.0,8.863,713.0,1500.0,787.0,24.020000000000003,0,1,0
1885,41.13293,-86.62417,1515036533,2018-01-04 03:28:53,0,0,0,0,1514985180.0,1515018660.0,0.58,0.0,0.0,None,18.25,9.19,6.99,0.77,7.87,0.72,1.0,7.479,793.0,1351.0,558.0,9.06,1,0,0
1888,42.95786,-96.77925,1536924323,2018-09-14 11:25:23,3,1,1,1,1536926820.0,1536972060.0,0.19,0.0,0.0,None,87.74,68.31,69.26,0.82,5.84,0.49,4.0,9.257,727.0,1481.0,754.0,19.429999999999993,1,0,0
1890,39.59432,-82.43038,1521913839,2018-03-24 17:50:39,1,1,0,0,1521890880.0,1521935220.0,0.26,0.0126,0.27,snow,41.66,25.93,21.63,0.66,2.25,0.02,7.0,1.866,688.0,1427.0,739.0,15.729999999999997,0,0,1
1891,36.218777,-82.46339,1537465605,2018-09-20 17:46:45,3,1,1,1,1537442280.0,1537486260.0,0.37,0.0,0.0,None,88.9,68.95,65.64,0.69,2.38,0.28,7.0,8.248,678.0,1411.0,733.0,19.950000000000003,1,0,0
1893,34.834465,-86.81365,1554333191,2019-04-03 23:13:11,1,1,0,0,1554291120.0,1554336660.0,0.96,0.0,0.0,None,72.54,49.55,34.63,0.52,2.85,0.08,9.0,9.901,692.0,1451.0,759.0,22.99000000000001,1,0,0
1896,36.69136,-96.94235,1526671602,2018-05-18 19:26:42,1,1,0,0,1526642340.0,1526693520.0,0.14,0.0,0.0,None,88.1,64.51,64.35,0.66,8.56,0.07,10.0,9.997,679.0,1532.0,853.0,23.58999999999999,1,0,0
1902,40.940887,-88.98389,1528089353,2018-06-04 05:15:53,2,1,1,0,1528108020.0,1528161900.0,0.7,0.0,0.0,None,81.36,58.57,50.48,0.59,6.29,0.0,10.0,9.997,627.0,1525.0,898.0,22.79,1,0,0
1903,30.802834,-103.38749,1542145869,2018-11-13 21:51:09,3,1,1,1,1542115200.0,1542153540.0,0.21,0.0,0.0,None,44.29,25.99,16.64,0.58,6.2,0.03,5.0,9.997,800.0,1439.0,639.0,18.3,1,0,0
1904,39.880993,-84.68097,1552206535,2019-03-10 08:28:55,1,1,0,0,1552219200.0,1552261260.0,0.14,0.0882,0.13,rain,42.23,30.79,35.08,0.79,13.25,0.69,4.0,5.871,720.0,1421.0,701.0,11.439999999999998,0,1,0
1906,40.72479,-90.79536,1537565140,2018-09-21 21:25:40,3,1,1,1,1537530660.0,1537574640.0,0.41,0.0017,0.29,rain,71.14,47.96,58.31,0.71,10.51,0.32,5.0,9.997,711.0,1444.0,733.0,23.18,0,1,0
1907,46.753338,-98.995514,1528137143,2018-06-04 18:32:23,2,1,1,0,1528109160.0,1528165560.0,0.7,0.0022,0.22,rain,84.34,58.6,52.88,0.57,8.21,0.21,10.0,4.057,646.0,1586.0,940.0,25.740000000000002,0,1,0
1910,41.484623,-91.63608,1521539546,2018-03-20 09:52:26,1,1,0,0,1521547860.0,1521591600.0,0.12,0.0031,0.02,rain,40.53,25.55,22.46,0.61,7.47,0.63,4.0,7.627,731.0,1460.0,729.0,14.98,0,1,0
1912,46.374313,-93.44638,1536639057,2018-09-11 04:10:57,3,1,1,1,1536580020.0,1536626220.0,0.05,0.0,0.0,None,72.93,56.81,54.19,0.8,4.83,0.6,5.0,9.918,707.0,1477.0,770.0,16.120000000000005,1,0,0
1913,44.146236,-98.64987,1545877395,2018-12-27 02:23:15,0,0,0,0,1545833400.0,1545865380.0,0.67,0.056,1.0,snow,31.28,16.76,24.68,0.96,5.46,1.0,1.0,2.643,850.0,1383.0,533.0,14.52,0,0,1
1914,44.339733,-119.495094,1534100396,2018-08-12 18:59:56,2,1,1,0,1534078740.0,1534129740.0,0.07,0.0,0.0,None,78.0,49.2,36.65,0.45,4.48,0.0,9.0,9.997,779.0,1629.0,850.0,28.799999999999997,1,0,0
1915,40.404102,-103.832924,1536611012,2018-09-10 20:23:32,3,1,1,1,1536582780.0,1536628440.0,0.05,0.0,0.0,None,91.25,52.71,41.18,0.42,5.79,0.0,8.0,8.73,753.0,1514.0,761.0,38.54,1,0,0
1917,36.80121,-95.818504,1530331175,2018-06-30 03:59:35,2,1,1,0,1530270480.0,1530323280.0,0.56,0.0,0.0,None,92.93,77.06,70.51,0.66,7.49,0.01,11.0,9.997,668.0,1548.0,880.0,15.870000000000005,1,0,0
1920,40.478756,-81.2864,1544672392,2018-12-13 03:39:52,0,0,0,0,1544618460.0,1544652000.0,0.18,0.0,0.0,None,39.6,28.97,23.55,0.76,2.23,0.25,2.0,2.835,761.0,1320.0,559.0,10.630000000000003,1,0,0
1926,41.45703,-79.63646,1528953723,2018-06-14 05:22:03,2,1,1,0,1528969560.0,1529024100.0,0.05,0.0004,0.08,rain,77.44,48.43,47.95,0.55,8.04,0.0,10.0,9.997,586.0,1495.0,909.0,29.009999999999998,0,1,0
1929,31.114502,-86.957954,1538489353,2018-10-02 14:09:13,3,1,1,1,1538480580.0,1538523180.0,0.77,0.0,0.0,None,88.48,68.3,70.01,0.79,1.98,0.15,7.0,9.3,703.0,1413.0,710.0,20.180000000000007,1,0,0
1930,42.11745,-122.21131,1545520287,2018-12-22 23:11:27,0,0,0,0,1545492960.0,1545525720.0,0.52,0.0,0.0,None,33.54,30.73,22.79,0.8,7.16,0.46,1.0,8.971,936.0,1482.0,546.0,2.8099999999999987,1,0,0
1931,38.54682,-112.62505,1547846189,2019-01-18 21:16:29,0,0,0,0,1547822820.0,1547858280.0,0.42,0.006,0.1,snow,35.21,17.39,25.38,0.86,5.73,0.48,3.0,8.956,887.0,1478.0,591.0,17.82,0,0,1
1933,44.84367,-89.75928,1517627196,2018-02-03 03:06:36,0,0,0,0,1517577480.0,1517613000.0,0.6,0.0,0.0,None,5.59,2.26,-10.36,0.66,3.91,0.35,2.0,9.598,798.0,1390.0,592.0,3.33,1,0,0
1934,34.508198,-79.37899,1518479578,2018-02-12 23:52:58,0,0,0,0,1518437220.0,1518476340.0,0.91,0.0017,0.18,rain,73.47,44.99,59.71,0.86,6.66,0.76,4.0,9.574,727.0,1379.0,652.0,28.479999999999997,0,1,0
1935,28.145805,-93.15407,1524392649,2018-04-22 10:24:09,1,1,0,0,1524397260.0,1524444180.0,0.26,0.0,0.0,None,78.25,66.24,64.72,0.74,20.5,0.68,8.0,7.741,701.0,1483.0,782.0,12.010000000000005,1,0,0
1936,40.35901,-106.370766,1552829203,2019-03-17 13:26:43,1,1,0,0,1552828500.0,1552871700.0,0.39,0.0044,0.03,snow,37.32,9.54,14.38,0.79,1.98,0.01,7.0,7.338,795.0,1515.0,720.0,27.78,0,0,1
1940,45.704716,-110.42396,1524856821,2018-04-27 19:20:21,1,1,0,0,1524831360.0,1524882300.0,0.44,0.0,0.0,None,73.8,35.55,31.6,0.48,11.05,0.0,9.0,9.997,736.0,1585.0,849.0,38.25,1,0,0
1942,37.263275,-98.6499,1515016493,2018-01-03 21:54:53,0,0,0,0,1514987400.0,1515022260.0,0.58,0.0,0.0,None,41.41,17.51,11.27,0.53,6.65,0.01,2.0,9.997,830.0,1411.0,581.0,23.899999999999995,1,0,0
1943,36.407276,-115.51802,1543278602,2018-11-27 00:30:02,3,1,1,1,1543242720.0,1543278600.0,0.65,0.0,0.0,None,55.78,37.86,8.2,0.24,3.89,0.06,3.0,9.997,872.0,1470.0,598.0,17.92,1,0,0
1945,29.84177,-87.64195,1518469932,2018-02-12 21:12:12,0,0,0,0,1518438840.0,1518478680.0,0.92,0.1083,0.82,rain,66.37,53.63,58.92,0.94,3.68,0.96,4.0,8.24,754.0,1418.0,664.0,12.740000000000002,0,1,0
1946,28.311354,-82.51379,1549757010,2019-02-10 00:03:30,0,0,0,0,1549714440.0,1549754220.0,0.16,0.0,0.0,None,77.0,60.94,56.48,0.72,8.93,0.45,6.0,9.641,734.0,1397.0,663.0,16.060000000000002,1,0,0
1948,41.640575,-91.85333,1523803606,2018-04-15 14:46:46,1,1,0,0,1523791680.0,1523839740.0,0.0,0.1072,0.59,snow,32.95,25.27,28.29,0.91,8.72,0.97,5.0,1.849,688.0,1489.0,801.0,7.680000000000003,0,0,1
1949,43.93319,-120.58285,1542282397,2018-11-15 11:46:37,3,1,1,1,1542293940.0,1542328680.0,0.27,0.0,0.0,None,60.13,32.04,30.35,0.65,2.67,0.0,2.0,9.898,899.0,1478.0,579.0,28.090000000000003,1,0,0
1951,45.37629,-118.26284,1553855553,2019-03-29 10:32:33,1,1,0,0,1553866800.0,1553912280.0,0.81,0.0016,0.1,rain,46.53,31.65,32.02,0.8,3.79,0.62,4.0,9.997,820.0,1578.0,758.0,14.880000000000003,0,1,0
1952,38.86253,-120.21673,1542129299,2018-11-13 17:14:59,3,1,1,1,1542120180.0,1542156600.0,0.21,0.0,0.0,None,48.93,29.84,10.8,0.32,2.0,0.04,3.0,9.997,883.0,1490.0,607.0,19.09,1,0,0
1953,48.888065,-102.896095,1548777508,2019-01-29 15:58:28,0,0,0,0,1548772020.0,1548805500.0,0.82,0.0,0.0,None,-12.57,-24.49,-25.08,0.64,12.02,0.04,1.0,7.171,867.0,1425.0,558.0,11.919999999999998,1,0,0
1955,30.97959,-87.269135,1547721799,2019-01-17 10:43:19,0,0,0,0,1547729280.0,1547766720.0,0.38,0.0089,0.47,rain,62.84,55.46,45.74,0.87,3.63,0.55,3.0,7.701,768.0,1392.0,624.0,7.380000000000003,0,1,0
1958,48.112507,-97.70482,1518007626,2018-02-07 12:47:06,0,0,0,0,1518011460.0,1518046860.0,0.76,0.0,0.0,None,5.23,-13.47,-9.15,0.76,8.2,0.01,2.0,5.992,831.0,1421.0,590.0,18.700000000000003,1,0,0
1960,42.922516,-102.68449,1535844090,2018-09-01 23:21:30,3,1,1,1,1535804220.0,1535851620.0,0.71,0.0157,0.14,rain,86.92,51.82,48.96,0.6,4.3,0.14,8.0,9.336,737.0,1527.0,790.0,35.1,0,1,0
1962,43.637527,-95.71084,1515386343,2018-01-08 04:39:03,0,0,0,0,1515333420.0,1515366240.0,0.72,0.0,0.0,None,32.79,15.98,18.95,0.83,14.23,0.51,1.0,9.331,837.0,1384.0,547.0,16.81,1,0,0
1963,46.660027,-104.35369,1528268116,2018-06-06 06:55:16,2,1,1,0,1528283160.0,1528339740.0,0.76,0.0,0.0,None,80.29,58.83,49.6,0.57,8.16,0.25,10.0,9.977,666.0,1609.0,943.0,21.460000000000008,1,0,0
1967,37.637093,-88.73818,1536098174,2018-09-04 21:56:14,3,1,1,1,1536060540.0,1536106860.0,0.82,0.0,0.0,None,93.31,70.01,70.25,0.71,3.2,0.14,7.0,9.853,689.0,1461.0,772.0,23.299999999999997,1,0,0
